Nom du produit,Marque,Type CPU,Implémentation CPU,Référence,Stockage,RAM,Taille écran,Prix,Site web,Catégorie
MSI Modern 15 H C13M-207NL - Ordinateur portable 15.6'' - Intel Core i5-13420H - Graphiques UHD - 16 GB DDR4 - 512 GB SSD - Windows 11 Pro - QWERTY - noir,MSI,Intel Core i5,i5-13420H,9S7-15H431-207,512 GB,16 GB,15.6 Inch,589,bol.com,ORDINATEUR
Acer Aspire Go 15 AG15-31P-38Q5 Clavier Qwerty,Acer,Intel Core i3,AG15-31P-38Q5,AG15-31P-38Q5,128 GB,8 GB,15.6 Inch,304,bol.com,ORDINATEUR
Ordinateur portable Acer Predator Helios 18 PH18-72-90TD,Acer,Intel Core i9,i9-14900HX,NH.QP4EH.002,1000 GB,32 GB,18 Inch,3905,bol.com,ORDINATEUR
HP 14-em0060nd,HP,AMD Ryzen 5,7520U,A12LLEA,512 GB,16 GB,14 Inch,618,bol.com,ORDINATEUR
"Intel Core Ultra 9 185H (2,3 GHz, 24 Mo L3), 40,6 cm (16"") OLED WQXGA+ Adobe RGB 120 Hz (3 200 x 2 000), 32 Go SDRAM LPDDR5X, SSD PCIe NVMe 1 To, carte graphique Intel Arc , Killer™ Wi-Fi 6E AX (2x2) + BT, Windows 11 Home, Rétroéclairé US Int",Acer,,185H,NX.KSHEH.00E,1000 GB,32 GB,16 Inch,1505,bol.com,ORDINATEUR
Acer Aspire 5 A514-54-556V,Acer,Intel Core i5,1135G7,A514-54-556V,512 GB,8 GB,14 Inch,432,bol.com,ORDINATEUR
Lenovo IdeaPad 5 16AHP9 83DS0041MH - Ordinateur portable 2-en-1 - 16 pouces,Lenovo,AMD Ryzen 5,8645HS,83DS0041MH,512 GB,16 GB,16 Inch,769,bol.com,ORDINATEUR
"HP Victus 16-r1060nd - Ordinateur portable de Gaming - 16,1 pouces - 165 Hz",HP,Intel Core i7,14700HX,A12MQEA#ABH,1000 GB,32 GB,16.1 Inch,1737,bol.com,ORDINATEUR
HP 14-fb0080nd,HP,,185H,A12LSEA#ABH,1000 GB,32 GB,14 Inch,2099,bol.com,ORDINATEUR
"Galaxy Book4 Edge (16"", X Elite 84, 16 Go), un PC Copilot+",Samsung,Qualcomm Snapdragon X Elite,X1E-84-100,NP960XMB-KB1NL,1000 GB,16 GB,16 Inch,1787,bol.com,ORDINATEUR
Station de travail mobile Lenovo Thinkpad P16 Gen 2 | Intel Core i9-13980HX | 64GB | SSD 1 To | 16 WQUXGA (3 840 x 2 400) | Graphiques Nvidia GeForce RTX 4000 Ada 12 Go | Clavier rétro-éclairé | Capteur d'empreintes digitales | Win 11 Pro | QWERTY,Lenovo,Intel Core i9,13980HX,21FA0028US,1000 GB,64 GB,16 Inch,3299,bol.com,ORDINATEUR
HP Spectre x360 14-eu0040nd,HP,,155H,9J1J7EA#ABH,1000 GB,32 GB,14 Inch,1699,bol.com,ORDINATEUR
HP,HP,,155U,9S1R6UA,1000 GB,16 GB,16 Inch,999,bol.com,ORDINATEUR
HP 14S-DQ2435ND - Ordinateur portable - 14 pouces - 256 GB,HP,Intel Core i3,i3-1125G4,81U20EA#ABH,256 GB,8 GB,14 Inch,419,bol.com,ORDINATEUR
"Ordinateur portable Lenovo 21D40018SP 16 GB RAM 512 GB SSD 16""",Lenovo,AMD Ryzen 7,21D40018SP,21D40018SP,512 GB,16 GB,16 Inch,710,bol.com,ORDINATEUR
"HP ZBook Studio 16 G11 Intel Core Ultra 9 185H Station de travail mobile 40,6 cm (16"") WQUXGA 64 GB DDR5-SDRAM 2 To SSD NVIDIA GeForce RTX 4070 Wi-Fi 7 (802.11be) Windows 11 Pro Argent",HP,,185H,98L02ET#ABH,2000 GB,64 GB,16 Inch,4317,bol.com,ORDINATEUR
"Ordinateur portable Asus 15,6"" FullHD X515EA - Intel Core i5-1135G7 - 8 Go de RAM - 512 Go de SSD - Windows 11 Pro",ASUS,Intel Core i5,Intel Core i5-1135G7,X515EA-BQ943,512 GB,8 GB,15.6 Inch,469,bol.com,ORDINATEUR
"MacBook Pro, 14"" Liquid Retina XDR, 3024x1964, 14-core Apple M3 Max chip, 1TB SSD, 36GB RAM, 30-core GPU, 2x Thunderbolt 4, HDMI, Wi-Fi 6E, Bluetooth 5.3, Force Touch, macOS",Apple,Apple M3 Max,Apple M3 Max 14-core CPU,MRX53N/A,1000 GB,36 GB,14 Inch,2999,bol.com,ORDINATEUR
"HP 470 G9 - ordinateur portable professionnel - 17,3 FHD - i5-1235U - 16 Go - 512 Go - W10P - éclairage du clavier",HP,Intel Core i5,i5-1235U,6S6G3EA#ABB SB16,512 GB,16 GB,17.3 Inch,799,bol.com,ORDINATEUR
PC Samsung Galaxy Book4 Edge Copilot+ - NP960XMA-KB1NL,Samsung,Qualcomm Snapdragon,X1E-80-100,NP960XMA-KB1NL,512 GB,16 GB,16 Inch,1591,bol.com,ORDINATEUR
HP,HP,,125U,9S1R5UA,512 GB,16 GB,16 Inch,829,bol.com,ORDINATEUR
"SKIKK Saga 17 III - Ordinateur portable 17,3 pouces avec carte vidéo RTX 2050",Skikk,Intel Core i7,13620H,Saga 17 III RTX 2050,1000 GB,32 GB,17.3 Inch,999,bol.com,ORDINATEUR
"ASUS X515EA - Ordinateur portable - 15,6 pouces - Core i5 - Windows 11 Pro",ASUS,Intel Core i5,Intel Core i5-1135G7,X515EA,256 GB,8 GB,15.6 Inch,489,bol.com,ORDINATEUR
"Lenovo Gaming 3 (82K2027ARM) 15,6 IPS F- HD / RYZEN 5 5500H / 16 Go / 512 Go / RTX2050 / W11P",Lenovo,AMD Ryzen 5,5500H,82K2027ARM,512 GB,16 GB,15.6 Inch,689,bol.com,ORDINATEUR
Lenovo IdeaPad 5 2-en-1 14Q8X9 83GH002QMH - Ordinateur portable 2-en-1 Copilot+ - 14 pouces,Lenovo,Qualcomm Snapdragon X Plus,X1P-42-100,83GH002QMH,512 GB,16 GB,14 Inch,899,bol.com,ORDINATEUR
"HP OMEN 17-cm2770nd - Ordinateur portable de Gaming - 17,3 pouces - 165 Hz",HP,Intel Core i7,i7-13700HX,7Y1L9EA#ABH,1000 GB,16 GB,17.3 Inch,1899,bol.com,ORDINATEUR
"Microsoft Surface Laptop Go 2 , Intel® Core™ i5, 2,4 GHz, 31,5 cm (12.4""), 1536 x 1024 pixels, 8 Go, 128 Go",Microsoft,Intel Core i5,i5-1135G7,Microsoft Surface Laptop Go 2,128 GB,8 GB,12.4 Inch,599,bol.com,ORDINATEUR
"Intel Core i7-13700H (24MB Cache), 16GB DDR5-SDRAM, 512GB SSD, 40.6 cm (16"") WUXGA 1920 x 1200 IPS, Intel Iris Xe Graphics, LAN, WLAN, Webcam, Windows 11 Pro 64-bit",Lenovo,Intel Core i7,13700H,21KH000RMH,512 GB,16 GB,16 Inch,962,bol.com,ORDINATEUR
"Intel Core i5-13420H (12Mo Cache), 16Go DDR5-SDRAM, 512Go SSD, 40.6 cm (16"") WUXGA 1920 x 1200 IPS, Intel UHD Graphics, LAN, WLAN, Webcam, Windows 11 Pro 64-bit",Lenovo,Intel Core i5,i5-13420H,21KH00R1MH,512 GB,16 GB,16 Inch,746,bol.com,ORDINATEUR
"MacBook Pro, 14"" Liquid Retina XDR, 3024x1964, 14-core Apple M3 Max chip, 1TB SSD, 36GB RAM, 30-core GPU, 3x Thunderbolt 4, HDMI, Wi-Fi 6E, Bluetooth 5.3, Force Touch, macOS",Apple,Apple M3 Max,Apple M3 Max 14-core CPU,MRX83N/A,1000 GB,36 GB,14 Inch,2999,bol.com,ORDINATEUR
"MSI Stealth A16 AI+ A3HVGG-065NL AMD Ryzen AI 9 365 Ordinateur portable 40,6 cm (16"") Quad HD+ 32 GB LPDDR5x-SDRAM 1 To SSD NVIDIA GeForce RTX 4070 Wi-Fi 7 (802.11be) Windows 11 Pro Zwart",MSI,,365,STEALTH A16 AI+ A3HVGG-065NL,1000 GB,32 GB,16 Inch,2299,bol.com,ORDINATEUR
Lenovo IdeaPad Pro 5 14AHP9 83D3003EMH - Ordinateur portable Creator - 14 pouces - 120 Hz,Lenovo,AMD Ryzen 7,8845HS,83D3003EMH,1000 GB,16 GB,14 Inch,1229,bol.com,ORDINATEUR
"Dynabook Satellite Pro C40-H-101, Intel® Core™ i5, 1 GHz, 35,6 cm (14""), 1920 x 1080 pixels, 8 Go, 256 Go",Dynabook,Intel Core i5,i5-1035G1,C40,256 GB,8 GB,14 Inch,429,bol.com,ORDINATEUR
Acer Spin 3 SP314-55N-79SG,Acer,Intel Core i7,1255U,NX.K0QEH.003,512 GB,16 GB,14 Inch,799,bol.com,ORDINATEUR
"Lenovo LOQ 15IRH8 Intel® Core™ i7 i7-13620H Ordinateur portable 39,6 cm (15.6"") Full HD 16 GB DDR5-SDRAM 1 To SSD NVIDIA GeForce RTX 4050 Wi-Fi 6 (802.11ax) Windows 11 Home Grijs",Lenovo,Intel Core i7,i7-13620H,82XV00V2MH,1000 GB,16 GB,15.6 Inch,1029,bol.com,ORDINATEUR
"15.6"" FHD LED, Intel Core i7-1355U, Intel Iris Xe Graphics, 16 GB LPDDR4x, 512 GB NVMe SSD, Bluetooth v5.1, Wi-Fi 6, 1 x HDMI, 2 x USB Type-C, 2 x USB 3.2, MicroSD, 1 x 3.5mm, 54 Wh, 1.57 kg, Windows 11 Home",Samsung,Intel Core i7,i7-1355U,NP750XFG-KB4NL,512 GB,16 GB,15.6 Inch,786,bol.com,ORDINATEUR
HP ProBook 440 G10 - ordinateur portable professionnel - 14 FHD - i5-1335U - 16 Go - 512 Go - W11P - Éclairage du clavier - Garantie 2 ans,HP,Intel Core i5,i5-1335U,9G209ET#ABB,512 GB,16 GB,14 Inch,989,bol.com,ORDINATEUR
"Apple MacBook Air Apple M M2 Ordinateur portable 34,5 cm (13.6"") 16 GB 256 GB SSD Wi-Fi 6 (802.11ax) macOS Sonoma Beige",Apple,,M2,MC7W4N/A,256 GB,16 GB,13.6 Inch,1009,bol.com,ORDINATEUR
"MSI Vector 16 HX A14VHG-677NL 16 QHD+, i7-14650HX, 32 Go, 2 To, 4080, W11",MSI,Intel Core i7,i7-14650HX,MSI Vector 16 HX A14VHG-677NL-2TB-32GB,2000 GB,32 GB,16 Inch,2599,bol.com,ORDINATEUR
"DELL Latitude 7420, Intel® Core™ i5, 35,6 cm (14""), 1920 x 1080 pixels, 16 Go, 256 Go, Windows 10 Pro",Dell,Intel Core i5,i5-1145G7,7058H,256 GB,16 GB,14 Inch,599,bol.com,ORDINATEUR
"Intel N N100 (6 Mo de cache, 0,8 GHz), 8 Go LPDDR5-SDRAM, 64 Go eMMC, 31,0 cm (12,2"") WUXGA 1920 x 1200 IPS tactile, Graphiques Intel UHD, WLAN, Webcam, ChromeOS",Lenovo,,N100,82W4000GMH,64 GB,8 GB,12.2 Inch,389,bol.com,ORDINATEUR
Lenovo Legion 5 16IRX9 83DG00FCMH - Ordinateur portable de Gaming - 16 pouces - 165 Hz,Lenovo,Intel Core i7,14650HX,83DG00FCMH,1000 GB,16 GB,16 Inch,1503,bol.com,ORDINATEUR
"SKIKK Saga 17 III - Ordinateur portable 17,3 pouces avec carte vidéo RTX 4060",Skikk,Intel Core i7,13620H,Saga 17 III RTX 4060,1000 GB,32 GB,17.3 Inch,1299,bol.com,ORDINATEUR
"Ordinateur portable HP Envy 17-da0020nd, Windows 11 Home, 17,3"", écran tactile, Intel Core™ Ultra 5, 16 Go de RAM, 512 Go SSD, FHD, Glacier Silver",HP,Intel Core i5,125H,A12MVEA#ABH,512 GB,16 GB,17.3 Inch,1074,bol.com,ORDINATEUR
HP 15-fd0070nd Sebastian 23C1 Core i7-1255U - U15 16GB DDR4 2DM 3200 512GB PCIe 0Intel Iris Xe KBD SGY ISK CP+IS num kypd NL Natural Silver (FF+) 1080p,HP,Intel Core i7,i7-1255U,A2LQ8EA#ABH,512 GB,16 GB,15.6 Inch,738,bol.com,ORDINATEUR
"LENOVO - ThinkPad - ordinateur portable professionnel - L15 G3 - T i3-1215U - 15,6 FHD - 8 Go - 256 Go - W11P",Lenovo,Intel Core i3,i3-1215u,21C30018BM,256 GB,8 GB,15.6 Inch,649,bol.com,ORDINATEUR
"ASUS TUF Gaming F17 FX707VV-HX145W, Intel® Core™ i7, 43,9 cm (17.3""), 1920 x 1080 pixels, 16 Go, 512 Go, Windows 11 Home",ASUS,Intel Core i7,i7-13620H,90NR0CH6-M00750,512 GB,16 GB,17.3 Inch,1184,bol.com,ORDINATEUR
"Apple MacBook Pro 2024 14,2'' - M4, processeur 10 Core , GPU 10 Core , 16 Go de RAM, SSD 1 To, Qwerty, Zwart",Apple,Apple M4,M4,MW2V3N/A,1000 GB,16 GB,16.2 Inch,2209,bol.com,ORDINATEUR
HP 15-fa1550nd,HP,Intel Core i7,i7-13620H,A2UB7EA#ABH,512 GB,16 GB,15.6 Inch,1149,bol.com,ORDINATEUR
"BTO•BOOK 17X1491 - Ordinateur portable 17,3"", i9, RTX4080, 16 Go de RAM, 500 Go SSD avec Windows 11 Home",BTO,Intel Core i9,i9-14900HX,17X1491-4080-16-500-W11H,500 GB,16 GB,17.3 Inch,3148,bol.com,ORDINATEUR
Lenovo Légion 5 - 83DG00CXMH,Lenovo,Intel Core i7,i7-14650HX,83DG00CXMH,1000 GB,32 GB,16 Inch,1609,bol.com,ORDINATEUR
Lenovo LOQ 15 - 83JC003EMH - QWERTY,Lenovo,AMD Ryzen 7,7435HS,83JC003EMH,1000 GB,16 GB,15.6 Inch,1179,bol.com,ORDINATEUR
"Acer Nitro 16 AN16-41-R2B3, AMD Ryzen™ 7, 3,2 GHz, 40,6 cm (16""), 1920 x 1200 pixels, 16 Go, 512 Go",Acer,AMD Ryzen 7,7735HS,NH.QKDEH.008,512 GB,16 GB,16 Inch,1039,bol.com,ORDINATEUR
"Apple MacBook Pro 2024 14,2'' - M4 Max, processeur 14 Core , GPU 32 Core , 36 Go de RAM, SSD 1 To, Qwerty, Zwart",Apple,Apple M4 Max,Apple M Max 4th Gen,MX2K3N/A,1000 GB,36 GB,14.2 Inch,3741,bol.com,ORDINATEUR
Apple MacBook Air (2024) 15.3 - M3 - 16 GB - 256 GB - Argent,Apple,Apple M3,M3,MC9E4N/A,256 GB,16 GB,15.3 Inch,1430,bol.com,ORDINATEUR
"Lenovo LOQ, AMD Ryzen™ 7, 3,8 GHz, 39,6 cm (15.6""), 1920 x 1080 pixels, 16 Go, 512 Go",Lenovo,AMD Ryzen 7,8845HS,83DX009XMH,512 GB,16 GB,15.6 Inch,928,bol.com,ORDINATEUR
"HP OMEN 16-xf0770nd - Ordinateur portable de Gaming - 16,1 pouces - 165 Hz",HP,AMD Ryzen 7,7840HS,889D5EA#ABH,1000 GB,16 GB,16.1 Inch,1138,bol.com,ORDINATEUR
"ASUS ROG Strix G15 G513RM-HQ241W, AMD Ryzen™ 7, 3,2 GHz, 39,6 cm (15.6""), 2560 x 1440 pixels, 16 Go, 1 To",ASUS,AMD Ryzen 7,6800H,90NR0845-M00CW0,1000 GB,16 GB,15.6 Inch,1410,bol.com,ORDINATEUR
"MSI Alpha 17 C7VG-010NL, AMD Ryzen™ 9, 43,9 cm (17.3""), 2560 x 1440 pixels, 16 Go, 1 To, Windows 11 Home",MSI,AMD Ryzen 9,7945HX,9S7-17KK11-010,1000 GB,16 GB,17.3 Inch,1592,bol.com,ORDINATEUR
HP 15-fd0047nd Sebastian 23C1 Core i5-1235U - U15 16GB DDR4 2DM 3200 512GB PCIe 0Intel Iris Xe KBD SGY ISK CP+IS num kypd NL Natural Silver (FF+) 1080p,HP,Intel Core i5,i5-1235U,A2LQ7EA#ABH,512 GB,16 GB,15.6 Inch,632,bol.com,ORDINATEUR
"HP 250 G9 (6F215EA) 15,6 Full HD / i7-1255U / 8 Go / 512 Go SSD / Windows 11 Pro",HP,Intel Core i7,1255U,6F215EA,512 GB,8 GB,15.6 Inch,819,bol.com,ORDINATEUR
"ASUS ROG Strix G17 G713PV-HX165W AMD Ryzen™ 9 7Asus ROG Strix G17 G713PV-HX165W - Ordinateur portable 17,3"" FHD 144 Hz - AMD Ryzen 9 7940HX - NVIDIA GeForce RTX 4060 - 16 GB DDR5 - 1 To SSD - Windows 11 Home - tsb Q WERTY Néerlandais - Zwart",ASUS,AMD Ryzen 9,7940HX,90NR0C34-M00D50,1000 GB,16 GB,17.3 Inch,1546,bol.com,ORDINATEUR
"MSI Thin A15 B7VE-002NL - Ordinateur Gaming - 15,6 pouces - 144 Hz - SSD 1 To, 32 Go DDR5, NVIDIA GeForce RTX 4050",MSI,AMD Ryzen 7,7735HS,THIN A15 B7VE-002NL-1TB-32GB,1000 GB,32 GB,15.6 Inch,1249,bol.com,ORDINATEUR
HP 16-r0556nd,HP,Intel Core i7,i7-13620H,A2UC2EA#ABH,512 GB,16 GB,16.1 Inch,1449,bol.com,ORDINATEUR
Lenovo IdeaPad Slim 5 - 83DC006LMH,Lenovo,,155H,83DC006LMH,1000 GB,32 GB,16 Inch,1209,bol.com,ORDINATEUR
"Acer Aspire Go 15 AG15-51P-50H0 15"" FHD, i5-1334U, 16 Go, 512 Go, W11",Acer,Intel Core i5,i5-1334U,NX.J50EH.005,512 GB,16 GB,15.3 Inch,570,bol.com,ORDINATEUR
"DELL Inspiron 3530 Intel® Core™ i5 i5-1334U Ordinateur portable 39,6 cm (15.6"") Full HD 16 GB DDR4-SDRAM 512 GB SSD Wi-Fi 6 (802.11ax) Windows 11 Pro Zwart",Dell,Intel Core i5,i5-1334U,XDTCY,512 GB,16 GB,15.6 Inch,640,bol.com,ORDINATEUR
